genus,species,latitude,longitude,doy,day,month,year,lma,narea,vcmax,jmax,tleaf,ca,ca_real,origdata,dataset,contributor,precipitation_gs,temperature_gs,vpd_gs,par_gs,alpha,z,sand_top40,silt_top40,clay_top40,bulkD_top40,waterC_top40,pH_top40,orgC_top40,totN_top40,CN_top40,CECS_top40,open



Salix,raddeana,53.38949167,122.2526056,NA,NA,NA,2016,72.01127597,1.144979282,73.34337192,124.6297184,29.08,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,31,47,22,1.530000031,16.5,6,11.06999993,1.215000034,10,15,y



Populus,davidiana,53.38949167,122.2526056,NA,NA,NA,2016,57.492092,0.988863984,81.97945633,130.1710239,29.11,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,31,47,22,1.530000031,16.5,6,11.06999993,1.215000034,10,15,y



Betula,platyphylla,53.38949167,122.2526056,NA,NA,NA,2016,62.513705,1.16275491,83.00780754,153.0759943,26.37,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,31,47,22,1.530000031,16.5,6,11.06999993,1.215000034,10,15,y



Avena,fatua,53.38949167,122.2526056,NA,NA,NA,2016,46.313285,0.815113817,86.78651208,93.58039297,27.24,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,31,47,22,1.530000031,16.5,6,11.06999993,1.215000034,10,15,y



Larix,gmelinii,53.38949167,122.2526056,NA,NA,NA,2016,68.66421799,0.9132341,114.0046008,186.2750874,28.16,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,31,47,22,1.530000031,16.5,6,11.06999993,1.215000034,10,15,y



Pinus,sylvestris var. mongolica,53.38949167,122.2526056,NA,NA,NA,2016,199.379233,2.213109481,128.7414996,181.875222,29.3,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,31,47,22,1.530000031,16.5,6,11.06999993,1.215000034,10,15,y



Sanguisorba,officinalis,53.46176944,122.344425,NA,NA,NA,2016,33.072018,0.5390739,19.85531303,45.93139322,26.14,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Pyrola,asarifolia,53.46176944,122.344425,NA,NA,NA,2016,72.93137699,0.773072599,22.21835268,52.70929805,25.78,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Fragaria,orientalis,53.46176944,122.344425,NA,NA,NA,2016,27.132117,0.377136424,28.48168084,62.53615935,26.83,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Vicia,sepium,53.46176944,122.344425,NA,NA,NA,2016,26.964233,0.997676614,32.59802693,51.36994341,25.99,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Geranium,wilfordii,53.46176944,122.344425,NA,NA,NA,2016,25.662348,0.418296274,33.82308529,51.90670406,25.73,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Rosa,acicularis,53.46176944,122.344425,NA,NA,NA,2016,42.337149,0.749367539,33.82542321,60.2174037,26.56,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Equisetum,arvense,53.46176944,122.344425,NA,NA,NA,2016,40.309256,0.733628457,34.92734062,83.56767176,24.91,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Rhododendron,simsii,53.46176944,122.344425,NA,NA,NA,2016,47.16770101,0.674498127,37.25425293,57.78103725,27.24,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Adenophora,tetraphylla,53.46176944,122.344425,NA,NA,NA,2016,23.425088,0.641847401,42.1514808,76.59441274,25.79,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Calamagrostis,angustifolia,53.46176944,122.344425,NA,NA,NA,2016,29.386574,0.552467597,43.72687788,80.21581838,25.93,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Vaccinium,vitis-idaea,53.46176944,122.344425,NA,NA,NA,2016,85.183546,0.707023432,45.36195692,87.53727804,26.8,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Sorbaria,sorbifolia,53.46176944,122.344425,NA,NA,NA,2016,29.950542,0.757748707,49.81448679,84.50932062,26.81,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Spiraea,pubescens,53.46176944,122.344425,NA,NA,NA,2016,35.251827,0.521727034,49.83896498,92.51250073,25.73,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Ribes,mandshuricum,53.46176944,122.344425,NA,NA,NA,2016,39.12006,0.696337061,51.12095477,91.02589348,26.25,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Salix,raddeana,53.46176944,122.344425,NA,NA,NA,2016,61.193622,1.003575394,53.60993671,109.9067063,26.8,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Betula,platyphylla,53.46176944,122.344425,NA,NA,NA,2016,60.04899099,0.930759367,55.10554254,105.4310925,23.58,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Alnus,hirsuta,53.46176944,122.344425,NA,NA,NA,2016,43.291822,1.060649634,60.50830915,119.0045551,24.59,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Populus,davidiana,53.46176944,122.344425,NA,NA,NA,2016,55.33145701,1.02363196,63.9715657,99.48827056,23.7,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Pinus,sylvestris var. mongolica,53.46176944,122.344425,NA,NA,NA,2016,197.558277,1.718757013,113.0426718,171.6366682,24.93,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Larix,gmelinii,53.46176944,122.344425,NA,NA,NA,2016,74.37279201,0.966846294,120.5861588,201.7540231,24.78,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Calamagrostis,angustifolia,53.46833333,122.3441667,NA,NA,NA,2016,41.443774,0.716977293,11.00635677,51.81624458,25.97,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Potentilla,fruticosa,53.46833333,122.3441667,NA,NA,NA,2016,48.40018299,0.706642665,12.37830457,79.33122209,27.1,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Saussurea,japonica,53.46833333,122.3441667,NA,NA,NA,2016,24.354556,0.409156545,13.70459805,45.3009158,24.93,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Trollius,chinensis,53.46833333,122.3441667,NA,NA,NA,2016,43.70511099,0.598760027,27.91804816,68.61210605,23.14,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Geranium,wilfordii,53.46833333,122.3441667,NA,NA,NA,2016,39.17133099,0.611072762,28.68014114,74.19354998,24.04,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Rhododendron,simsii,53.46833333,122.3441667,NA,NA,NA,2016,52.393098,0.969272313,28.70009182,66.96633391,22.74,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Equisetum,arvense,53.46833333,122.3441667,NA,NA,NA,2016,29.775828,0.530009747,29.25903936,131.9106231,27.57,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Phedimus,aizoon,53.46833333,122.3441667,NA,NA,NA,2016,58.74200901,0.828262323,30.3053319,78.03062268,25.37,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Vaccinium,uliginosum,53.46833333,122.3441667,NA,NA,NA,2016,51.09258301,0.919666495,31.36376668,80.57454557,23.14,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Vaccinium,vitis-idaea,53.46833333,122.3441667,NA,NA,NA,2016,84.90291599,0.747145662,32.41431328,64.90433463,28.48,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Betula,fruticosa,53.46833333,122.3441667,NA,NA,NA,2016,62.67535601,1.228436982,32.50933839,82.6916739,22.3,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Rosa,acicularis,53.46833333,122.3441667,NA,NA,NA,2016,39.46755601,0.667001688,35.21855979,64.59805683,27.63,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Thalictrum,aquilegiifolium,53.46833333,122.3441667,NA,NA,NA,2016,33.485055,0.753413738,35.71487231,75.07987182,24.67,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Salix,raddeana,53.46833333,122.3441667,NA,NA,NA,2016,40.043988,0.884972125,48.44661991,100.1390206,23.47,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Betula,platyphylla,53.46833333,122.3441667,NA,NA,NA,2016,81.21135401,1.31562394,63.1576802,129.7428523,24.97,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Pinus,sylvestris var. mongolica,53.46833333,122.3441667,NA,NA,NA,2016,191.188841,1.797175107,63.33013162,138.89465,23.58,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Alnus,hirsuta,53.46833333,122.3441667,NA,NA,NA,2016,54.74662499,1.806638612,63.66837023,134.8080144,22.63,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Vicia,sepium,53.46833333,122.3441667,NA,NA,NA,2016,42.49356699,1.325799288,66.79061492,130.877572,26.66,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Larix,gmelinii,53.46833333,122.3441667,NA,NA,NA,2016,66.55793399,1.04495956,74.05685614,154.4834272,22.18,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Ledum,palustre,53.46833333,122.3441667,NA,NA,NA,2016,112.001579,1.523221477,129.7600656,222.9531388,27.59,396.2,T,NA,wanghan,WangHan,71.9239881,11.75309524,0.405113313,802.8600936,1.13309778,563,34,37.5,28.5,1.345000029,15.5,7.149999857,18.75500011,1.805000067,10.5,27,y



Podocarpus,oleifolius,-13.12,-71.58,NA,NA,NA,NA,NA,NA,26.54242937,72.97173543,24.52931372,394.7282471,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,69.54255952,11.31011905,0.44112081,893.4284557,0.87534108,3587,48.8,24.2,14.9,0.57700001,13.6,5.289999867,9.278999711,0.09000001,8.9,10.5,n



Miconia,aristata,-13.12,-71.58,NA,NA,NA,NA,NA,NA,38.35460586,66.58797282,27.50781991,396.0366394,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,69.54255952,11.31011905,0.44112081,893.4284557,0.87534108,3587,48.8,24.2,14.9,0.57700001,13.6,5.289999867,9.278999711,0.09000001,8.9,10.5,n



TID591,TID591,-13.12,-71.58,NA,NA,NA,NA,NA,NA,41.42382411,69.26227139,28.53548311,387.1040283,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,69.54255952,11.31011905,0.44112081,893.4284557,0.87534108,3587,48.8,24.2,14.9,0.57700001,13.6,5.289999867,9.278999711,0.09000001,8.9,10.5,n



Styrax,camporum,-13.12,-71.58,NA,NA,NA,NA,NA,NA,59.06333248,95.61335391,24.99249236,393.066272,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,69.54255952,11.31011905,0.44112081,893.4284557,0.87534108,3587,48.8,24.2,14.9,0.57700001,13.6,5.289999867,9.278999711,0.09000001,8.9,10.5,n



,,-13.12,-71.58,NA,NA,NA,NA,NA,NA,64.86413623,100.9773859,27.46042193,390.70979,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,69.54255952,11.31011905,0.44112081,893.4284557,0.87534108,3587,48.8,24.2,14.9,0.57700001,13.6,5.289999867,9.278999711,0.09000001,8.9,10.5,n



Axinaea,sp.,-13.12,-71.58,NA,NA,NA,NA,NA,NA,65.25275223,123.4501305,25.57982263,388.2684265,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,69.54255952,11.31011905,0.44112081,893.4284557,0.87534108,3587,48.8,24.2,14.9,0.57700001,13.6,5.289999867,9.278999711,0.09000001,8.9,10.5,n



Chletra,cuneata,-13.12,-71.58,NA,NA,NA,NA,NA,NA,105.241814,201.0813873,27.08616899,385.6992065,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,69.54255952,11.31011905,0.44112081,893.4284557,0.87534108,3587,48.8,24.2,14.9,0.57700001,13.6,5.289999867,9.278999711,0.09000001,8.9,10.5,n



Siphoneugena,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,12.25921792,31.99272633,23.37916608,394.2011352,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Miconia,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,18.81441042,51.14511259,23.02524593,399.1381714,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,20.51464618,55.67048048,22.64721829,393.5241577,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Ilex,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,21.61763593,66.42265788,22.17190392,393.7333801,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Weinmannia,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,30.65839055,59.50340772,23.90433738,396.4624451,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Bixa,arborea,-13.03,-71.49,NA,NA,NA,NA,NA,NA,31.30687267,58.28190512,24.59319545,394.8300232,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Cupania,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,33.15734491,74.59628003,24.38908439,395.5002014,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Myrcia,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,35.49430533,89.63565699,24.68329718,390.2128235,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Escallonia,paniculata,-13.03,-71.49,NA,NA,NA,NA,NA,NA,37.36775166,102.3599354,23.62315237,393.3451904,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Panopsis,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,38.12789445,86.721936,24.15178201,388.2003906,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Ilex,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,38.39937138,70.8134314,24.32377691,390.0870728,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Guatteria,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,40.6952329,100.6672312,25.2162941,392.9604553,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Alchornea,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,47.90965708,124.1654293,24.51232292,385.0832458,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,51.99464458,119.8913232,24.47532969,391.3414673,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Graffenrieda,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,52.07238622,124.2974142,25.04832024,390.3394775,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Tapirira,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,52.84684647,102.5617448,24.09474863,384.7886841,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Elaeagia,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,53.32397361,111.0860593,24.4463974,386.5379028,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Prunus,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,53.42413296,81.23284843,25.47095502,387.2796448,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Persea,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,53.7217111,120.8888033,24.85203366,385.8050476,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Ampelocera,gentryi,-13.03,-71.49,NA,NA,NA,NA,NA,NA,54.28395558,129.307161,24.49447418,385.8312622,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Ocotea,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,55.65234524,115.5160635,24.13136907,383.5031616,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Clethra,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,56.21870682,147.3750346,22.79779626,388.4639465,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Freziera,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,56.38442085,149.7489271,22.54652335,381.9367005,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Nectandra,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,57.88047006,129.8613645,25.09066223,383.6540405,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Myrsine,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,63.13663137,150.0794849,23.62901131,389.4692078,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Vismia,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,65.88555102,112.2913693,24.38824387,378.3393615,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



Weinmannia,,-13.03,-71.49,NA,NA,NA,NA,NA,NA,68.35958712,169.9778307,24.12742984,389.6205322,T,JACARE_ACI_1_edit.csv_temp.csv_final.csv,atkin,Atkin,132.6535714,14.77797619,0.434773133,898.2735252,1.131555345,2652,50.7,30.2,19.1,1.247500026,15.65,5.239999962,15.16750026,1.241999996,13.05,12.2,n



